CEN100, 1, A-
CEN199, 1, PSD
CHY102, 1, A-
MTH140, 1, C
MTH141, 1, C-
PCS211, 1, B

CPS188, 1, A
ECN801, 1, C-
ELE202, 1, C-
MTH240, 1, C
PCS125, 1, C+

CRTA180, 1, A+

COE318, 1, B-
COE328, 1, A+
ELE302, 1, B
MTH312, 1, C
PCS224, 1, C
SOC202, 1, A

CMN432, 1, A
COE428, 1, A
COE528, 1, B+
ELE404, 1, A
MTH314, 1, B

COE538, 1, A+

COE501, 1, B-
ELE532, 1, D
MTH514, 1, D

COE608, 1, A-
COE628, 1, A-
ELE632, 1, A
ELE639, 1, C-
